player,birthday,year,month,yrs
Al Roges,25/10/30,1930,october,2
Carl Shaeffer,25/10/24,1924,october,2
Garret Siler,25/10/86,1986,october,1
Mike Sweetney,25/10/82,1982,october,4
Andrea Bargnani,26/10/85,1985,october,10
Darel Carrier,26/10/40,1940,october,6
Howard Carter,26/10/61,1961,october,2
Nick Collison,26/10/80,1980,october,14
Dick Dickey,26/10/26,1926,october,1
Monta Ellis,26/10/85,1985,october,12
Frido Frey,26/10/21,1921,october,1
Joe Fulks*,26/10/21,1921,october,8
Hot Rod Hundley,26/10/34,1934,october,6
Ralph Jackson,26/10/62,1962,october,1
Darryl Johnson,26/10/65,1965,october,1
Sergey Karasev,26/10/93,1993,october,3
Joe Meriweather,26/10/53,1953,october,10
Tom Meschery,26/10/38,1938,october,10
Erik Murphy,26/10/90,1990,october,1
Ralph Polson,26/10/29,1929,october,1
Walker Russell,26/10/60,1960,october,6
Willie Smith,26/10/53,1953,october,4
John Williams,26/10/66,1966,october,8
Othell Wilson,26/10/61,1961,october,2
Lonzo Ball,27/10/97,1997,october,3
Andrew Bynum,27/10/87,1987,october,8
Rick Carlisle,27/10/59,1959,october,5
Predrag Drobnjak,27/10/75,1975,october,4
Richard Fisher,27/10/48,1948,october,1
Mike Gibson,27/10/60,1960,october,2
Stewart Granger,27/10/61,1961,october,3
Jaren Jackson,27/10/67,1967,october,12
Yi Jianlian,27/10/87,1987,october,5
Marcus Liberty,27/10/68,1968,october,4
Rex Morgan,27/10/48,1948,october,2
Tim Quarterman,27/10/94,1994,october,2
Jerry Rook,27/10/43,1943,october,1
Tom Scheffler,27/10/54,1954,october,1
Evan Turner,27/10/88,1988,october,10
Clinton Wheeler,27/10/59,1959,october,2
Lou Williams,27/10/86,1986,october,15
Justin Wright-Foreman,27/10/97,1997,october,1
Dave Budd,28/10/38,1938,october,5
John Coker,28/10/71,1971,october,3
Dwight Davis,28/10/49,1949,october,5
Devin Ebanks,28/10/89,1989,october,3
Treveon Graham,28/10/93,1993,october,4
Andrés Guibert,28/10/68,1968,october,2
Aaron Harrison,28/10/94,1994,october,3
Andrew Harrison,28/10/94,1994,october,3
Michael Hawkins,28/10/72,1972,october,4
Jarrett Jack,28/10/83,1983,october,13
Amal McCaskill,28/10/73,1973,october,4
Jerrod Mustaf,28/10/69,1969,october,4
Richard Parks,28/10/43,1943,october,1
Rich Peek,28/10/43,1943,october,1
Butch van Breda Kolff,28/10/22,1922,october,4
Brant Weidner,28/10/60,1960,october,1
Lenny Wilkens*,28/10/37,1937,october,15
Randy Wittman,28/10/59,1959,october,9
Rawle Alkins,29/10/97,1997,october,1
Doug Bolstorff,29/10/31,1931,october,1
Evan Fournier,29/10/92,1992,october,8
Dick Garmaker,29/10/32,1932,october,6
Dick Holub,29/10/21,1921,october,1
Sherwin Raiken,29/10/28,1928,october,1
McKinley Singleton,29/10/61,1961,october,1
John Stroud,29/10/57,1957,october,1
Danny Vranes,29/10/58,1958,october,7
Devin Booker,30/10/96,1996,october,5
Alex Bradley,30/10/59,1959,october,1
George Brown,30/10/35,1935,october,1
Phil Chenier,30/10/50,1950,october,10
Glen Combs,30/10/46,1946,october,7
Tom Copa,30/10/64,1964,october,1
John Duren,30/10/58,1958,october,3
Jarell Eddie,30/10/91,1991,october,3
Kevin Edwards,30/10/65,1965,october,11
Pétur Guðmundsson,30/10/58,1958,october,4
J.R. Henderson,30/10/76,1976,october,1
Monk Meineke,30/10/30,1930,october,5
George Peeples,30/10/43,1943,october,6
Ryan Reid,30/10/86,1986,october,1
Kareem Rush,30/10/80,1980,october,7
Tomáš Satoranský,30/10/91,1991,october,4
Keith Swagerty,30/10/45,1945,october,2
Maurice Taylor,30/10/76,1976,october,9
Terry Tyler,30/10/56,1956,october,11
Cole Aldrich,31/10/88,1988,october,8
Antonio Davis,31/10/68,1968,october,13
Milton Doyle,31/10/93,1993,october,1
Blue Edwards,31/10/65,1965,october,10
Alphonso Ford,31/10/71,1971,october,2
Steven Hunter,31/10/81,1981,october,8
Luke Jackson,31/10/41,1941,october,8
Yvon Joseph,31/10/57,1957,october,1
John Lucas,31/10/53,1953,october,14
Jack Molinas,31/10/31,1931,october,1
Andre Owens,31/10/80,1980,october,2
Clifford Rozier,31/10/72,1972,october,4
Gary Alexander,01/11/69,1969,november,1
Don Anielak,01/11/30,1930,november,1
Curly Armstrong,01/11/18,1918,november,3
Joe Caldwell,01/11/41,1941,november,11
Corky Calhoun,01/11/50,1950,november,8
Joe Chealey,01/11/95,1995,november,2
Semaj Christon,01/11/92,1992,november,1
Johnny Cox,01/11/36,1936,november,1
Earl Dodd,01/11/24,1924,november,1
Eric Fernsten,01/11/53,1953,november,6
Levi Fontaine,01/11/48,1948,november,1
Tim Frazier,01/11/90,1990,november,6
Clarence Glover,01/11/47,1947,november,1
Marcus Landry,01/11/85,1985,november,1
Bob Mullens,01/11/22,1922,november,1
Chinanu Onuaku,01/11/96,1996,november,2
Derek Smith,01/11/61,1961,november,9
Andy Tonkovich,01/11/22,1922,november,1
Jake Voskuhl,01/11/77,1977,november,9
Rodney Buford,02/11/77,1977,november,5
Chet Carlisle,02/11/16,1916,november,1
Keith Jennings,02/11/68,1968,november,3
Harry Laurie,02/11/44,1944,november,1
Ron Lee,02/11/52,1952,november,6
Jim Luisi,02/11/28,1928,november,1
DeMarcus Nelson,02/11/85,1985,november,1
Tibor Pleiß,02/11/89,1989,november,1
Andy Rautins,02/11/86,1986,november,1
Ron Reed,02/11/42,1942,november,2
Whitey Skoog,02/11/26,1926,november,6
Leon Smith,02/11/80,1980,november,2
Guy Sparrow,02/11/32,1932,november,3
Tom Thacker,02/11/39,1939,november,7
Dave Wohl,02/11/49,1949,november,7
Tariq Abdul-Wahad,03/11/74,1974,november,6
Bob Arnzen,03/11/47,1947,november,4
Myron Brown,03/11/69,1969,november,1
Nat Frankel,03/11/13,1913,november,1
Diante Garrett,03/11/88,1988,november,2
Darrin Hancock,03/11/71,1971,november,3
Tyler Hansbrough,03/11/85,1985,november,7
Bob Hopkins,03/11/34,1934,november,4
Steve Johnson,03/11/57,1957,november,10
Ty Lawson,03/11/87,1987,november,8
Wayne See,03/11/23,1923,november,1
Dick Triptow,03/11/22,1922,november,2
George Yardley*,03/11/28,1928,november,7
Em Bryant,04/11/38,1938,november,8
Bill Calhoun,04/11/27,1927,november,7
Jimmy Carruth,04/11/69,1969,november,1
Dick Groat,04/11/30,1930,november,1
Steffond Johnson,04/11/62,1962,november,1
Mikki Moore,04/11/75,1975,november,13
Eric Paschall,04/11/96,1996,november,1
Gene Rock,04/11/21,1921,november,1
Matt Wenstrom,04/11/70,1970,november,1
Randy White,04/11/67,1967,november,5
Chris Wright,04/11/89,1989,november,1
Lorenzen Wright,04/11/75,1975,november,13
Jordan Bone,05/11/97,1997,november,1
Steve Burtt,05/11/62,1962,november,4
James Collins,05/11/73,1973,november,1
Rod Freeman,05/11/50,1950,november,1
Otis Howard,05/11/56,1956,november,1
D.J. Kennedy,05/11/89,1989,november,1
Trey Lyles,05/11/95,1995,november,5
Ian Mahinmi,05/11/86,1986,november,12
O.J. may,05/11/87,1987,november,8
Keith McLeod,05/11/79,1979,november,4
Larry Moffett,05/11/54,1954,november,1
Dean Oliver,05/11/78,1978,november,2
Theo Pinson,05/11/95,1995,november,2
Fred Sheffield,05/11/23,1923,november,1
Jerry Stackhouse,05/11/74,1974,november,18
Bill Walton*,05/11/52,1952,november,10
Mark West,05/11/60,1960,november,17
Bob Carpenter,06/11/17,1917,november,2
Charlie Criss,06/11/48,1948,november,8
John Holland,06/11/88,1988,november,2
Luke Jackson,06/11/81,1981,november,4
Steve Kuberski,06/11/47,1947,november,9
Doron Lamb,06/11/91,1991,november,2
Lamar Odom,06/11/79,1979,november,14
Jack Phelan,06/11/25,1925,november,1
John Tresvant,06/11/39,1939,november,9
Sun Yue,06/11/85,1985,november,1
Al Attles*,07/11/36,1936,november,11
Greg Dreiling,07/11/62,1962,november,10
Darnell Jackson,07/11/85,1985,november,3
Tony Jackson,07/11/42,1942,november,2
Ken Johnson,07/11/62,1962,november,1
Gani Lawal,07/11/88,1988,november,1
Jim O'Brien,07/11/51,1951,november,2
Rubin Russell,07/11/44,1944,november,1
Brook Steppe,07/11/59,1959,november,5
Wayne Yates,07/11/37,1937,november,1
Isaac Bonga,08/11/99,1999,november,2
Maurice Evans,08/11/78,1978,november,9
Jonathan Gibson,08/11/87,1987,november,2
Dan Hester,08/11/48,1948,november,1
Wilbur Holland,08/11/51,1951,november,4
Geoff Huston,08/11/57,1957,november,8
Andy Johnson,08/11/32,1932,november,4
Brevin Knight,08/11/75,1975,november,12
Don Lofgran,08/11/29,1929,november,4
Toure' Murry,08/11/89,1989,november,2
Delaney Rudd,08/11/62,1962,november,4
Tom Sanders*,08/11/38,1938,november,13
Collis Temple,08/11/52,1952,november,1
Malcolm Thomas,08/11/88,1988,november,4
Darryl Watkins,08/11/84,1984,november,2
John Battle,09/11/62,1962,november,10
Anthony Bowie,09/11/63,1963,november,8
Mel Davis,09/11/50,1950,november,4
Frank Selvy,09/11/32,1932,november,9
D.J. Augustin,10/11/87,1987,november,12
Jerry Baskerville,10/11/51,1951,november,1
Troy Bell,10/11/80,1980,november,1
Lionel Chalmers,10/11/80,1980,november,1
Gene Conley,10/11/30,1930,november,6
Normie Glick,10/11/27,1927,november,1
Barry Kramer,10/11/42,1942,november,2
Kendrick Perkins,10/11/84,1984,november,14
Jacob Pullen,10/11/89,1989,november,1
Craig Smith,10/11/83,1983,november,6
Tony Snell,10/11/91,1991,november,7
John Williamson,10/11/51,1951,november,8
Hilton Armstrong,11/11/84,1984,november,6
LaMark Baker,11/11/69,1969,november,1
Bill Downey,11/11/23,1923,november,1
Earl Evans,11/11/55,1955,november,1
Matt Guokas,11/11/15,1915,november,1
Kevin Kunnert,11/11/51,1951,november,9
Rudy LaRusso,11/11/37,1937,november,10
Perry Moss,11/11/58,1958,november,2
Ron Riley,11/11/50,1950,november,4
Barry Sumpter,11/11/65,1965,november,1
Dāvis Bertāns,12/11/92,1992,november,4
Norman Black,12/11/57,1957,november,1
George Blaney,12/11/39,1939,november,1
Bob Brown,12/11/23,1923,november,2
Trey Burke,12/11/92,1992,november,7
Gerald Glass,12/11/67,1967,november,4
Billy Harris,12/11/51,1951,november,1
Charlie Lowery,12/11/49,1949,november,1
Corey Maggette,12/11/79,1979,november,14
Andrae Patterson,12/11/75,1975,november,2
Dale Schlueter,12/11/45,1945,november,10
Lou Spicer,12/11/22,1922,november,1
Russell Westbrook,12/11/88,1988,november,12
Gene Wiley,12/11/37,1937,november,5
Stanley Brundy,13/11/67,1967,november,1
Sam Cash,13/11/50,1950,november,1
Kevin Gamble,13/11/65,1965,november,10
Jack George,13/11/28,1928,november,8
Luther Green,13/11/46,1946,november,3
Steve Hamer,13/11/73,1973,november,1
Hank McDowell,13/11/59,1959,november,6
Shabazz Muhammad,13/11/92,1992,november,5
Don Putman,13/11/22,1922,november,4
Blair Rasmussen,13/11/62,1962,november,8
George Ratkovicz,13/11/22,1922,november,6
Rumeal Robinson,13/11/66,1966,november,6
Lorenzo Romar,13/11/58,1958,november,5
Mark Sibley,13/11/50,1950,november,1
Gene Stump,13/11/23,1923,november,3
Metta World Peace,13/11/79,1979,november,17
Willie Worsley,13/11/45,1945,november,1
Ben Coleman,14/11/61,1961,november,5
Simmie Hill,14/11/46,1946,november,4
Steven Hill,14/11/85,1985,november,1
Alex Kirk,14/11/91,1991,november,1
Jack Sikma*,14/11/55,1955,november,14
Lionel Simmons,14/11/68,1968,november,7
David Wesley,14/11/70,1970,november,14
Tom Workman,14/11/44,1944,november,4
Mark Acres,15/11/62,1962,november,6
Greg Anthony,15/11/67,1967,november,11
Bob Dandridge,15/11/47,1947,november,13
Jermareo Davidson,15/11/84,1984,november,2
Lionel Malamed,15/11/24,1924,november,1
Sasha Pavlović,15/11/83,1983,november,10
Sindarius Thornwell,15/11/94,1994,november,3
Karl-Anthony Towns,15/11/95,1995,november,5
João Vianna,15/11/66,1966,november,1
Cliff Alexander,16/11/95,1995,november,1
Bol Bol,16/11/99,1999,november,1
Gary Clark,16/11/94,1994,november,2
Wayne Cooper,16/11/56,1956,november,14
Ben Handlogten,16/11/73,1973,november,2
Dave Johnson,16/11/70,1970,november,2
Amar'e Stoudemire,16/11/82,1982,november,14
Dick Surhoff,16/11/29,1929,november,2
Denzel Valentine,16/11/93,1993,november,3
Jo Jo White*,16/11/46,1946,november,12
Dragan Bender,17/11/97,1997,november,4
Adrian Branch,17/11/63,1963,november,4
Zylan Cheatham,17/11/95,1995,november,1
Elvin Hayes*,17/11/45,1945,november,16
Jerome James,17/11/75,1975,november,9
Walt Lautenbach,17/11/22,1922,november,1
Roshown McLeod,17/11/75,1975,november,3
Joe Mullaney,17/11/24,1924,november,1
Marlbert Pradd,17/11/44,1944,november,2
Wayne Sappleton,17/11/60,1960,november,1
Steve Stipanovich,17/11/60,1960,november,5
Irv Bemoras,18/11/30,1930,november,2
Demetrius Calip,18/11/69,1969,november,1
Sam Cassell,18/11/69,1969,november,15
John Dickson,18/11/45,1945,november,1
Ray Ellefson,18/11/22,1922,november,2
Matt Fish,18/11/69,1969,november,3
Dick Fitzgerald,18/11/20,1920,november,2
Julius Hodge,18/11/83,1983,november,2
Zach Lofton,18/11/92,1992,november,1
Quincy Miller,18/11/92,1992,november,3
Arnett Moultrie,18/11/90,1990,november,2
Billy Shepherd,18/11/49,1949,november,3
Garfield Smith,18/11/45,1945,november,3
Jason Williams,18/11/75,1975,november,12
Marcus Williams,18/11/86,1986,november,2
Justin Anderson,19/11/93,1993,november,5
Richard Anderson,19/11/60,1960,november,6
Toby Bailey,19/11/75,1975,november,2
Marcus Banks,19/11/81,1981,november,8
Jamison Brewer,19/11/80,1980,november,4
Zach Collins,19/11/97,1997,november,3
Kenneth Faried,19/11/89,1989,november,8
Andre Ingram,19/11/85,1985,november,2
Herb Krautblatt,19/11/26,1926,november,1
Myles Patrick,19/11/54,1954,november,1
Tom Payne,19/11/50,1950,november,1
Vladimir Radmanović,19/11/80,1980,november,12
Ronald Thomas,19/11/50,1950,november,4
Kostas Antetokounmpo,20/11/97,1997,november,2
Mengke Bateer,20/11/75,1975,november,3
Carlos Boozer,20/11/81,1981,november,13
Ryan Bowen,20/11/75,1975,november,10
Chris Childs,20/11/67,1967,november,9
Louie Dampier*,20/11/44,1944,november,12
Ángel Delgado,20/11/94,1994,november,1
Harold Jamison,20/11/76,1976,november,2
Ozell Jones,20/11/60,1960,november,2
Arvesta Kelly,20/11/45,1945,november,5
Mo Mahoney,20/11/27,1927,november,2
Cartier Martin,20/11/84,1984,november,7
Johnny Payak,20/11/26,1926,november,2
Phil Sellers,20/11/53,1953,november,1
Dean Wade,20/11/96,1996,november,1
Jamie Waller,20/11/64,1964,november,1
Gary Zeller,20/11/47,1947,november,2
Mike Batiste,21/11/77,1977,november,1
Josh Boone,21/11/84,1984,november,4
Chris Chiozza,21/11/95,1995,november,2
Terry Dischinger,21/11/40,1940,november,9
Reggie Lewis,21/11/65,1965,november,6
John Lucas III,21/11/82,1982,november,8
Cedric Maxwell,21/11/55,1955,november,11
Earl Monroe*,21/11/44,1944,november,13
Olden Polynice,21/11/64,1964,november,15
Larry Sanders,21/11/88,1988,november,6
Miles Simon,21/11/75,1975,november,1
Chris Singleton,21/11/89,1989,november,3
Stromile Swift,21/11/79,1979,november,9
Ronald Taylor,21/11/47,1947,november,3
Jamil Wilson,21/11/90,1990,november,1
Benoit Benjamin,22/11/64,1964,november,15
Gene Berce,22/11/26,1926,november,1
Tarik Black,22/11/91,1991,november,4
James Edwards,22/11/55,1955,november,19
Elmer Gainer,22/11/18,1918,november,2
Jerry Greenspan,22/11/41,1941,november,2
Byron Houston,22/11/69,1969,november,4
Mel Hutchins,22/11/28,1928,november,7
Pape Sow,22/11/81,1981,november,3
James Thomas,22/11/80,1980,november,2
Milt Williams,22/11/45,1945,november,4
Steve Alford,23/11/64,1964,november,4
Ashraf Amaya,23/11/71,1971,november,2
Miloš Babić,23/11/68,1968,november,2
Vin Baker,23/11/71,1971,november,13
Frank Johnson,23/11/58,1958,november,10
George Lee,23/11/36,1936,november,7
Kirk Penney,23/11/80,1980,november,2
George Reynolds,23/11/47,1947,november,1
Malik Rose,23/11/74,1974,november,13
Earl Shannon,23/11/21,1921,november,3
Andrew Toney,23/11/57,1957,november,8
Lloyd Walton,23/11/53,1953,november,5
Larry Wright,23/11/54,1954,november,6
Henry Bibby,24/11/49,1949,november,9
Dave Bing*,24/11/43,1943,november,12
Jimmy Collins,24/11/46,1946,november,2
Ledell Eackles,24/11/66,1966,november,7
Johnny Horan,24/11/32,1932,november,1
Brandon Hunter,24/11/80,1980,november,2
Dave Magley,24/11/59,1959,november,1
Bill Miller,24/11/24,1924,november,1
Shavlik Randolph,24/11/83,1983,november,8
Oscar Robertson*,24/11/38,1938,november,14
Rudy Tomjanovich*,24/11/48,1948,november,11
Gary Voce,24/11/65,1965,november,1
Trevor Booker,25/11/87,1987,november,8
Lorenzo Charles,25/11/63,1963,november,1
Talen Horton-Tucker,25/11/00,2000,november,1
Jared Jeffries,25/11/81,1981,november,11
Gerard King,25/11/72,1972,november,3
Mike Lynn,25/11/45,1945,november,2
Kenny Payne,25/11/66,1966,november,4
Anthony Peeler,25/11/69,1969,november,13
Dennis Smith,25/11/97,1997,november,3
Erick Strickland,25/11/73,1973,november,9
Dean Tolson,25/11/51,1951,november,3
Claude Virden,25/11/47,1947,november,1
John Amaechi,26/11/70,1970,november,5
Malik Beasley,26/11/96,1996,november,4
Avery Bradley,26/11/90,1990,november,10
Gian Clavell,26/11/93,1993,november,1
Mario Elie,26/11/63,1963,november,11
Greg Graham,26/11/70,1970,november,5
Bernie Harris,26/11/50,1950,november,1
Lazar Hayward,26/11/86,1986,november,3
Luther Head,26/11/82,1982,november,6
Omari Johnson,26/11/89,1989,november,1
Shawn Kemp,26/11/69,1969,november,14
George Patterson,26/11/39,1939,november,1
Edwin Ubiles,26/11/86,1986,november,1
Don Adams,27/11/47,1947,november,7
Luigi Datome,27/11/87,1987,november,2
Henry Dickerson,27/11/51,1951,november,2
Dean Garrett,27/11/66,1966,november,6
Brendan Haywood,27/11/79,1979,november,13
Manny Leaks,27/11/45,1945,november,6
Andy Panko,27/11/77,1977,november,1
Jim Price,27/11/49,1949,november,7
Donta Smith,27/11/83,1983,november,2
Ronnie Valentine,27/11/57,1957,november,1
Nick Van Exel,27/11/71,1971,november,13
Leandro Barbosa,28/11/82,1982,november,14
Andrew Bogut,28/11/84,1984,november,14
Don Collins,28/11/58,1958,november,6
Leo Gottlieb,28/11/20,1920,november,2
Paul Graham,28/11/67,1967,november,3
Taurean Green,28/11/86,1986,november,1
Larry Johnson,28/11/54,1954,november,1
Dan Langhi,28/11/77,1977,november,4
Josh Magette,28/11/89,1989,november,2
Johnny Newman,28/11/63,1963,november,16
Roy Tarpley,28/11/64,1964,november,6
Del Beshore,29/11/56,1956,november,2
Dee Brown,29/11/68,1968,november,12
Shannon Brown,29/11/85,1985,november,9
Troy Caupain,29/11/95,1995,november,1
Wayne Ellington,29/11/87,1987,november,11
Len Kosmalski,29/11/51,1951,november,2
Daryl Macon,29/11/95,1995,november,2
Jamal Mashburn,29/11/72,1972,november,11
Mike Penberthy,29/11/74,1974,november,2
Julius Randle,29/11/94,1994,november,6
Jerry Sichting,29/11/56,1956,november,10
Charles Smith,29/11/67,1967,november,3
Alex Stivrins,29/11/62,1962,november,2
George Thompson,29/11/47,1947,november,6
Mark Blount,30/11/75,1975,november,9
Jim Chones,30/11/49,1949,november,10
Darren Daye,30/11/60,1960,november,5
Jordan Farmar,30/11/86,1986,november,10
Steve Hamilton,30/11/34,1934,november,2
Tom Kondla,30/11/46,1946,november,1
Joel Kramer,30/11/55,1955,november,5
Andrés Nocioni,30/11/79,1979,november,8
Richie Regan,30/11/30,1930,november,3
Anthony Taylor,30/11/65,1965,november,1
Dan Tieman,30/11/40,1940,november,1
Linton Townes,30/11/59,1959,november,3
John Turner,30/11/67,1967,november,1
Paul Westphal*,30/11/50,1950,november,12
Grant Williams,30/11/98,1998,november,1
David Wood,30/11/64,1964,november,7
Rakeem Christmas,01/12/91,1991,december,2
James Hardy,01/12/56,1956,december,4
Billy Kenville,01/12/30,1930,december,6
Gary Payton,01/12/92,1992,december,4
Walter Simon,01/12/39,1939,december,7
Billy Thompson,01/12/63,1963,december,6
Ralph Beard,02/12/27,1927,december,2
Sim Bhullar,02/12/92,1992,december,1
Jarron Collins,02/12/78,1978,december,10
Jason Collins,02/12/78,1978,december,13
Deyonta Davis,02/12/96,1996,december,3
Alan Henderson,02/12/72,1972,december,12
De'Andre Hunter,02/12/97,1997,december,1
Byron Irvin,02/12/66,1966,december,3
Fred Jacobs,02/12/22,1922,december,1
Eugene Jeter,02/12/83,1983,december,1
Brandon Knight,02/12/91,1991,december,8
Stephen Thompson,02/12/68,1968,december,1
Matt Walsh,02/12/82,1982,december,1
Kenrich Williams,02/12/94,1994,december,2
Dorell Wright,02/12/85,1985,december,11
Derrick Zimmerman,02/12/81,1981,december,1
Mike Bantom,03/12/51,1951,december,9
Jim Brewer,03/12/51,1951,december,9
Lindsey Hunter,03/12/70,1970,december,17
Askia Jones,03/12/71,1971,december,1
Jack McMahon,03/12/28,1928,december,8
Brian Roberts,03/12/85,1985,december,5
Charley Shipp,03/12/13,1913,december,1
Greg Sutton,03/12/67,1967,december,3
Robert Swift,03/12/85,1985,december,4
Marcus Williams,03/12/85,1985,december,4
Brian Cook,04/12/80,1980,december,9
Duje Dukan,04/12/91,1991,december,1
Howard Eisley,04/12/72,1972,december,12
Bernard King*,04/12/56,1956,december,14
Jerome Lane,04/12/66,1966,december,5
Dick Ricketts,04/12/33,1933,december,3
Andre Roberson,04/12/91,1991,december,6
Carey Scurry,04/12/62,1962,december,3
Ron Shavlik,04/12/33,1933,december,2
Martell Webster,04/12/86,1986,december,10
Corliss Williamson,04/12/73,1973,december,12
Cory Carr,05/12/75,1975,december,1
Eddy Curry,05/12/82,1982,december,11
Hoot Gibson,05/12/21,1921,december,1
Butch Lee,05/12/56,1956,december,2
Semi Ojeleye,05/12/94,1994,december,3
Josh Smith,05/12/85,1985,december,13
Charlie Yelverton,05/12/48,1948,december,1
Giannis Antetokounmpo,06/12/94,1994,december,7
Greg Deane,06/12/57,1957,december,1
Wayne Englestad,06/12/66,1966,december,1
Bill Hanzlik,06/12/57,1957,december,10
Brad Holland,06/12/56,1956,december,3
Ralph Johnson,06/12/21,1921,december,4
Matt Maloney,06/12/71,1971,december,6
Jelani McCoy,06/12/77,1977,december,8
Boris Nachamkin,06/12/33,1933,december,1
Doyle Parrack,06/12/21,1921,december,1
Elmore Spencer,06/12/69,1969,december,5
Darius Washington,06/12/85,1985,december,1
Lou Amundson,07/12/82,1982,december,10
Cameron Bairstow,07/12/90,1990,december,2
Larry Bird*,07/12/56,1956,december,13
Anthony Frederick,07/12/64,1964,december,3
Andrew Goudelock,07/12/88,1988,december,3
Aaron Gray,07/12/84,1984,december,7
Nick Mantis,07/12/35,1935,december,2
Patrick McFarland,07/12/51,1951,december,3
Fred Paine,07/12/25,1925,december,1
Gary Phillips,07/12/39,1939,december,5
Kevin Séraphin,07/12/89,1989,december,7
Julyan Stone,07/12/88,1988,december,4
Al Thornton,07/12/83,1983,december,4
Max Zaslofsky,07/12/25,1925,december,10
Will Conroy,08/12/82,1982,december,3
Ken Durrett,08/12/48,1948,december,4
Johnny Green,08/12/33,1933,december,14
Lindsay Hairston,08/12/51,1951,december,1
Skeeter Henry,08/12/67,1967,december,1
Dwight Howard,08/12/85,1985,december,16
George Johnson,08/12/56,1956,december,8
Edmund Lawrence,08/12/52,1952,december,1
Bob Love,08/12/42,1942,december,11
Andrew Nicholson,08/12/89,1989,december,5
Oleksiy Pecherov,08/12/85,1985,december,3
Jermaine Taylor,08/12/86,1986,december,2
Jim Baechtold,09/12/27,1927,december,5
Aron Baynes,09/12/86,1986,december,8
Otis Birdsong,09/12/55,1955,december,12
Eric Bledsoe,09/12/89,1989,december,10
Bill Crow,09/12/40,1940,december,1
World B. Free,09/12/53,1953,december,13
Langston Galloway,09/12/91,1991,december,6
Cliff Hagan*,09/12/31,1931,december,13
Mike Harper,09/12/57,1957,december,2
Gerald Henderson,09/12/87,1987,december,8
Dewan Hernandez,09/12/96,1996,december,1
Haywood Highsmith,09/12/96,1996,december,1
Zach Norvell,09/12/97,1997,december,1
Kelly Oubre,09/12/95,1995,december,5
Brent Price,09/12/68,1968,december,9
Dick Wehr,09/12/25,1925,december,1
Owen Wells,09/12/50,1950,december,1
Mark Aguirre,10/12/59,1959,december,13
Tacko Fall,10/12/95,1995,december,1
Dave Fedor,10/12/40,1940,december,1
Ray Felix,10/12/30,1930,december,9
Jim Fritsche,10/12/31,1931,december,2
Rusty LaRue,10/12/73,1973,december,5
Jack Maddox,10/12/19,1919,december,1
Lloyd Neal,10/12/50,1950,december,7
Ray Ragelis,10/12/28,1928,december,1
Bryant Stith,10/12/70,1970,december,10
Dion Waiters,10/12/91,1991,december,8
Shareef Abdur-Rahim,11/12/76,1976,december,12
Mark Alarie,11/12/63,1963,december,5
Ernie Beck,11/12/31,1931,december,7
Malcolm Brogdon,11/12/92,1992,december,4
Al Hairston,11/12/45,1945,december,2
Roy Hibbert,11/12/86,1986,december,9
Plummer Lott,11/12/45,1945,december,2
Bevo Nordmann,11/12/39,1939,december,4
Ray Owes,11/12/72,1972,december,1
Billy Schaeffer,11/12/51,1951,december,3
Ben Scharnus,11/12/17,1917,december,2
Jim Tucker,11/12/32,1932,december,3
Rick Calloway,12/12/66,1966,december,1
Alvin Heggs,12/12/67,1967,december,1
Ronald Kozlicki,12/12/44,1944,december,1
Greg Lee,12/12/51,1951,december,2
Makhtar N'Diaye,12/12/73,1973,december,1
Ivano Newbill,12/12/70,1970,december,3
Bob Pettit*,12/12/32,1932,december,11
John Salmons,12/12/79,1979,december,13
Randy Smith,12/12/48,1948,december,12
Murray Wier,12/12/26,1926,december,1
Charles Claxton,13/12/70,1970,december,1
Evric Gray,13/12/69,1969,december,1
Phil Hubbard,13/12/56,1956,december,10
Gus Johnson*,13/12/38,1938,december,10
Larry Kenon,13/12/52,1952,december,10
Roy Marble,13/12/66,1966,december,2
Pierre Russell,13/12/49,1949,december,2
Andre Turner,13/12/64,1964,december,6
Nicolas Batum,14/12/88,1988,december,12
William Bedford,14/12/63,1963,december,6
John Brown,14/12/51,1951,december,7
Pat Burke,14/12/73,1973,december,3
James Cotton,14/12/75,1975,december,2
Robert Covington,14/12/90,1990,december,7
Clyde Dickey,14/12/51,1951,december,1
Carl Herrera,14/12/66,1966,december,8
Anthony Mason,14/12/66,1966,december,13
Eldridge Recasner,14/12/67,1967,december,8
Jim Riffey,14/12/23,1923,december,1
Lonnie Walker,14/12/98,1998,december,2
Keith Askins,15/12/67,1967,december,9
Mitchell Butler,15/12/70,1970,december,8
Lawrence Funderburke,15/12/70,1970,december,7
Bill Higgins,15/12/52,1952,december,1
Dontell Jefferson,15/12/83,1983,december,1
Daniel Ochefu,15/12/93,1993,december,1
Jahlil Okafor,15/12/95,1995,december,5
Charlie Scott*,15/12/48,1948,december,10
David Wingate,15/12/63,1963,december,15
Kelenna Azubuike,16/12/83,1983,december,5
Bill Chamberlain,16/12/49,1949,december,2
Joey Dorsey,16/12/83,1983,december,4
Jimmy Foster,16/12/51,1951,december,2
Nigel Hayes,16/12/94,1994,december,1
Brandin Knight,16/12/81,1981,december,1
Mac Otten,16/12/25,1925,december,1
Claude Overton,16/12/27,1927,december,1
Clifford Robinson,16/12/66,1966,december,18
Jeff Ruland,16/12/58,1958,december,8
